,pubplace,lat,long
11294,Alexandrie,31.1991806,29.8951716
11463,Burnley,53.7907262,-2.2439196
11469,Ewell,51.3502402,-0.2511759
11569,Denmark,43.9707277,-70.8035298
11595,"Lake Success, New York",40.7706572,-73.7176312
11654,Leyden,43.5339571,-75.378872
11670,"Weybridge, Surrey",51.3727175,-0.4549297
11678,Hässleholm,56.216667,13.733333
11679,Reykjavik,64.145981,-21.9422367
11683,Helsingfors Helsinki,60.1674881,24.9427473
11706,Lugano,46.0050102,8.9520281
11778,Nice,43.7009358,7.2683912
11802,Plymouth,50.3712659,-4.1425658
11927,Dortmund,51.5142273,7.4652789
11938,ʾÊn-.Hărôd,32.5623291,35.3931287
11941,ʿÊn-.Hārôd,32.5623291,35.3931287
11950,Exeter,50.7255794,-3.5269497
11970,Turin,45.0677551,7.6824892
12032,ʿÊn Ḥǎrôd,32.5623291,35.3931287
12040,"Dover, New Hampshire",43.1981117,-70.8739761
12072,ʿÊn-Gēv,32.7811125,35.6388846
12084,Tēl-Avîv,32.0852997,34.7818064
12275,Sofija,42.6977028,23.3217359
12289,St Gallen,47.4250593,9.3765878
12490,"Stanford, California",37.427467,-122.1702445
12539,Akureyri,65.68390355,-18.11217559813441
12540,"Rüschlikon, Zürich",47.307465,8.5546421
12609,Rosario,-32.9595004,-60.6615415
12681,Borås,57.7210839,12.9407407
12704,Belgrad,44.8178131,20.4568974
12793,Reutlingen,48.4919508,9.2114144
12918,Affoltern a. A.,47.2782467,8.4521518
12948,Chascomús,-35.5786869,-58.0138252
12993,Palestine,31.7621153,-95.6307891
12996,Liestal,47.4839723,7.7347783
13062,Arbon,43.0007,0.747026
13167,Milano Mailand,45.4641943,9.1896346
13229,"Fulton, New York",42.571111,-74.453611
13257,"Berkeley, California",37.8708393,-122.272863
13273,Jyväskylä,62.2417066,25.7495727
13513,Christchurch,-43.530955,172.6366455
13522,Geneve,46.2017559,6.1466014
13526,Ohio,41.5575349,-89.4609276
13558,Trujillo,39.4605657,-5.8816626
13570,"Peoria, Ill.",40.6938609,-89.5891008
13673,Leicester,52.6362,-1.1331969
13758,"Elgg, Zürich",47.4902329,8.8669115
13874,"Girard, Kansas",37.5111596,-94.8380215
13912,Jyväskyla,62.2417066,25.7495727
14006,Sweden,44.133435,-70.822678
14011,Alger,36.7753606,3.0601882
14093,"Durham, North Carolina",35.996653,-78.9018053
14133,Kairo,30.0443879,31.2357257
14228,France,46.2337295,5.3538775
14234,Turkey,34.3925639,-100.8976408
14251,Västerås,59.6110992,16.5463679
14324,Glarus,47.0422116,9.0674041
14325,"Mount Vernon, New York",40.9125085,-73.8386504
14367,Rheinfelden,47.5543859,7.7922905
14394,Riga,56.9493977,24.1051846
14475,Thayngen,47.7470005,8.7061689
14560,Guildford,51.2356068,-0.5732063
14565,Fredericia,55.565268,9.7562169
14602,Nahariya,33.006306,35.0945579
14621,Scottdale,40.1003507,-79.5869835
14625,"Ann Arbor, MI",42.2681569,-83.7312291
14672,Sheffield,53.3806626,-1.4702278
14737,Taškent,41.3123363,69.2787079
14821,Bornholm,55.1431224,14.922629658767558
15039,"Monticello, NY",41.6556465,-74.6893282
15137,Harrisburg,40.2663107,-76.8861122
15318,Schweiz,46.9482713,7.4514512
15387,Morriston,51.6700114,-3.929763
15555,Ḥulātā,33.0511117,35.6091616
15570,Bâle,47.5581077,7.5878261
15650,Schanghai,31.2322758,121.4692071
15652,Celerina,46.5132296,9.8586248
15719,"Baltimore, Maryl.",39.2908816,-76.610759
15786,Genéve,46.2017559,6.1466014
15866,Bickley,51.4017399,0.0437122
15877,Bogotà,4.6534649,-74.0836453
15893,Sverdlovsk,56.839104,60.60825
15896,Madison,43.074761,-89.3837613
16029,"Providence, R. I.",41.8239891,-71.4128343
16067,"Harrisburg, Pennsylvania",40.2663107,-76.8861122
16090,Krasnoufimsk,56.604538,57.771313
16133,Moscow Moskau,55.7504461,37.6174943
16265,Herisau,47.38555,9.2787571
16296,"Winfield, Kan.",37.2397486,-96.9955919
16542,Isle of Man,54.23592075,-4.514766902315387
16588,Brooklyn,40.6526006,-73.9497211
16615,s-Gravenhage,52.0799838,4.3113461
16682,Avila,40.656478,-4.7002172
16805,Kazan,55.7823547,49.1242266
16847,Großbritannien,54.31536155,-1.91802349480124
16976,"Boston, Massachusetts",42.3554334,-71.060511
16988,"Albany, New York",42.6511674,-73.754968
17007,Rigā,56.9493977,24.1051846
17016,"Provincetown, Mass.",42.0525612,-70.1858639
17362,Rome,41.8933203,12.4829321
17398,'S-Gravenhage,52.0799838,4.3113461
17472,Girard,37.5111596,-94.8380215
17492,Overveen,52.3934144,4.6115554
17501,Portland,45.5202471,-122.674194
17537,Molano,5.1440212,-74.6160263
17610,"Menasha, Wiss",44.2022293,-88.4465361
17614,Copenhague,55.6867243,12.5700724
17740,Cheltenham,51.8995685,-2.0711559
17801,"Toledo, Ohio",41.6529143,-83.5378173
17895,Tartu Dorpat,58.3801207,26.72245
18037,Tartu,58.3801207,26.72245
18112,La Paz,-16.4955455,-68.1336229
18176,"Bryn Mawr, Pennsylvania",40.0198335,-75.3046299
18236,Den-Haag,52.0799838,4.3113461
18386,Kiev,50.4500336,30.5241361
18430,Katowice,50.2598987,19.0215852
18478,Muiderberg,52.3258043,5.1221615
18502,Middelburg,51.4997302,3.6136962
18549,Thun,46.7582827,7.628086
18605,Diekirch,49.8690898,6.1600549
18715,Oakland,37.8044557,-122.271356
18739,Athen,37.9839412,23.7283052
18754,Kaunas,54.8982139,23.9044817
18790,Totnes,50.4322816,-3.6871525
18791,South Devon,45.9624372,-66.622476
18836,Esch,49.8975651,6.8502714
18874,Bilthoven,52.1289693,5.2046134
18887,Scheveningen,52.1067449,4.2736937
19131,Engels,51.5013775,46.1233093
19450,Straßburg,48.584614,7.7507127
19578,"Philadelphia, PA",39.9527237,-75.1635262
19585,"Mount Vernon, N. Y.",40.9125085,-73.8386504
19589,New Brunswick,40.4862174,-74.4518173
19595,Lancaster,40.03813,-76.3056686
19626,Hollywood,34.0980031,-118.329523
19738,Laren,52.24253135,5.216243996233833
19869,Klagenfurt,46.623943,14.3075976
19950,Spain,9.4170689,123.3351935
19995,Merano,46.6695547,11.1594185
20054,Kolding,55.4894999,9.47905
20172,Brüssel,50.8465573,4.351697
20194,Amberg,49.4454211,11.858728
20327,Locarno,46.1695739,8.7954859
20564,"Cambridge, England",52.2055314,0.1186637
20568,Wiesbaden,50.0820384,8.2416556
20583,Brixlegg,47.42784205,11.910096532808074
20640,Ostermundigen,46.9582779,7.4911242
20642,Reichenberg,50.7702648,15.0583947
20648,Cernǎuţi,48.2864702,25.9376532
20661,Innsbruck,47.2654296,11.3927685
20712,Erlenbach,48.3565749,7.3194249
20738,Solothurn,47.2081355,7.5384045
20793,Praze,50.1667238,-5.3949578
20846,Athenes,37.9839412,23.7283052
20849,Zutphen,52.1396933,6.194772
20942,Tampere,61.4980214,23.7603118
21043,Bochum,51.4818111,7.2196635
21095,"Zutphen, Holland",52.1396933,6.194772
21106,Liepājā,56.5048435,21.0070903
21121,Brugge,51.2085526,3.226772
21146,Hradec Králove,50.2092113,15.8327512
21173,Novi Sad,45.2551338,19.8451756
21207,Novosibirsk,55.0282171,82.9234509
21208,Kirov,58.6035661,49.6666241
21209,Irkutsk,52.289597,104.280586
21210,Minsk,53.9024716,27.5618225
21675,Gent,51.0538286,3.7250121
21676,Aussig,50.6603327,14.0381357
21770,"Binghamton, New York",42.0987125,-75.9125262
21782,Padua,45.4077172,11.8734455
22062,Rapperswill,53.6343973,-113.534535
22150,Hartenstein,50.6618358,12.6712469
22227,Heemstede,52.3528406,4.6217323
22672,Marienbad,49.9739518,12.703319
22810,Dijon,47.3215806,5.0414701
22888,Ben Shemen,31.9522788,34.921944
23029,Ulm,48.3974003,9.9934336
23050,Bristol,51.4538022,-2.5972985
23059,"Oakland, California",37.8044557,-122.271356
23227,Charkiv,49.9923181,36.2310146
23263,Czernowitz,48.2864702,25.9376532
23322,Heidenau,50.9735851,13.8753917
23612,Ogiz,42.0214833,65.3381384
23638,Athens,37.9839412,23.7283052
23684,Palermo,38.1112268,13.3524434
23833,Mechelen,51.0281381,4.4803453
23846,Island,47.47019,3.84568
23948,Jaffa,32.0443395,34.7509908
23958,Tomsk,56.4884594,84.9527189
24052,Chemnitz,50.8322608,12.9252977
24219,Dresden,51.0493286,13.7381437
24312,Odessa,46.4843023,30.7322878
24332,Oldenzaal,52.30853685,6.914603743122237
24470,"Grand Rapids, Mich.",42.9632405,-85.6678639
24535,Cortona,43.2752976,11.9850623
24624,Bodenbach,50.3114741,6.8481486
24671,Vevey,46.4602978,6.8418655
24796,Bari,41.1257843,16.8620293
24986,De Bilt,52.1445592,5.173777333788463
24995,Freiburg im Breisgau,47.9960901,7.8494005
25030,Tonbridge,51.1889529,0.2735876
25101,Saarlouis,49.3164661,6.749846
25126,Japan,40.9921996,-75.9078749
25151,Kyiv,50.4500336,30.5241361
25172,Pariž,48.8588897,2.3200410217200766
25508,"Oldenzaal, Holland",52.30853685,6.914603743122237
25595,Zaandam,52.4424926,4.8298607
25609,Timisoara-Temesvar,45.7538355,21.2257474
25674,Schlieren,47.3965147,8.4444861
25679,Bremen,53.0758196,8.8071646
25690,Lichtental,48.2273481,16.3580472
25808,Karlin,50.0948809,14.4600975
26091,Purmerend,52.4997208,4.964420036889974
26133,Bamberg,49.8916044,10.8868478
26546,Königsberg,54.710128,20.5105838
26655,Hellerau,51.1126122,13.7595615
26707,Arlington,32.7355816,-97.1071186
26723,Moszkva,55.7504461,37.6174943
26739,Offenbach,50.1055002,8.7610698
26747,Brno,49.1922443,16.6113382
26838,Peiping,39.906217,116.3912757
26839,"Cold Spring Harbor, NY",40.8714873,-73.456788
26965,"New Haven, NY",43.479791,-76.315211
26993,"Burlington, Vt.",44.4761601,-73.212906
27009,"Seattle, Wash.",47.6038321,-122.330062
27060,Villeneuve-les-Avignon,43.9636595,4.7969224
27093,Havanna,23.135305,-82.3589631
27116,Belfast,54.596391,-5.9301829
27131,"Lafayette, Ind.",40.4167022,-86.8752869
27132,"Evanston, Il.",42.0447388,-87.6930459
27133,"White Plains, NY",41.0339862,-73.7629097
27151,Cheam,51.3576155,-0.2162414
27188,Pòrto Alegre,-30.0324999,-51.2303767
27443,"Madison, NJ",40.7598227,-74.417097
27455,Adana,36.9863599,35.3252861
27496,Providence,41.8239891,-71.4128343
27574,"Summit, N. J.",40.7182356,-74.3592296
27579,"Darien, Conn.",41.0787079,-73.4692873
