idn,Haupttitel,Verlagsname,Erscheinungsort,author.name,author.vorname,sprache.text,sprache.original,lat,long
452712742,Die @Bewegung Freies Deutschland und ihre Ziele,Europa-Verl.,New York,Langhoff,Wolfgang,ger,NA,40.7127281,-74.0060152
455469210,Zwischen oben und unten,Bermann-Fischer,Stockholm,Werfel,Franz,ger,NA,59.3251172,18.0710935
571468969,Otto Wagner,Buchdr. Baden,Baden,Ostwald,Hans,ger,NA,47.6199988,-2.9184744
571606628,Franz Kafka,Dr.-Genoss.,Aarau,Tauber,Herbert,ger,NA,47.3927146,8.0444448
571656943,Begegnung mit Juden,Löwit,Wien,Abeles,Otto,ger,NA,48.2083537,16.3725042
571656943,Begegnung mit Juden,Löwit,Jerusalem,Abeles,Otto,ger,NA,31.79592425,35.21198075969497
571661556,Juda verrecke,[s. n.] @,[s. l.] @,Abraham,Max,ger,NA,35.575253849999996,-78.74237343499374
571674046,Kampf um Polna,Kacha,Prag,Roedl,Urban,ger,NA,50.0874654,14.4212535
57167450X,Entdeckung der Seele,Rascher,Zürich,Adler,Gerhard,ger,NA,47.3744489,8.5410422
57167450X,Entdeckung der Seele,Rascher,Stuttgart,Adler,Gerhard,ger,NA,48.7784485,9.1800132
571691099,Untersuchungen über die Redaktion der Mischna,Schocken Verl.,Berlin,Albeḳ,Ḥanokh,ger,NA,52.5170365,13.3888599
571691099,Untersuchungen über die Redaktion der Mischna,Schocken Verl.,Leipzig,Albeḳ,Ḥanokh,ger,NA,51.3406321,12.3747329
571691099,Untersuchungen über die Redaktion der Mischna,C. Fr. @Fleischer,Berlin,Albeḳ,Ḥanokh,ger,NA,52.5170365,13.3888599
571691099,Untersuchungen über die Redaktion der Mischna,C. Fr. @Fleischer,Leipzig,Albeḳ,Ḥanokh,ger,NA,51.3406321,12.3747329
571693911,Deutschland im Umbruch,Lippincott Comp.,Chicago,NA,NA,ger,NA,41.8755616,-87.6244212
571693911,Deutschland im Umbruch,Lippincott Comp.,Chicago,NA,NA,eng,NA,41.8755616,-87.6244212
571693911,Deutschland im Umbruch,Lippincott Comp.,Philadelphia,NA,NA,ger,NA,39.9527237,-75.1635262
571693911,Deutschland im Umbruch,Lippincott Comp.,Philadelphia,NA,NA,eng,NA,39.9527237,-75.1635262
571693911,Deutschland im Umbruch,Lippincott Comp.,New York,NA,NA,ger,NA,40.7127281,-74.0060152
571693911,Deutschland im Umbruch,Lippincott Comp.,New York,NA,NA,eng,NA,40.7127281,-74.0060152
571696635,Taita Rumi,Büchergilde Gutenberg,Zürich,Alegría,Ciro,ger,NA,47.3744489,8.5410422
571721052,Hunger ohne Anklage,Gotthelf-Verl.,Bern,André,Francis,ger,NA,46.9482713,7.4514512
571721052,Hunger ohne Anklage,Gotthelf-Verl.,Leipzig,André,Francis,ger,NA,51.3406321,12.3747329
571733050,Fuehrer durch Sowjet-Krieg und Frieden,"Editorial ""El Libro Libre""",Mexico,Balk,Theodor,ger,NA,19.4326296,-99.1331785
571733069,Ein @Gespenst geht um ...,Édition Combat,Paris,Balk,Theodor,ger,NA,48.8588897,2.3200410217200766
571733085,Hier spricht die Saar,Ring-Verl.,Zürich,Balk,Theodor,ger,NA,47.3744489,8.5410422
571733093,Das @verlorene Manuskript,"Editorial ""El Libro Libre""",Mexico,Balk,Theodor,ger,NA,19.4326296,-99.1331785
571733123,Der @Balkan,International Publ. Co.,London,NA,NA,ger,NA,51.5073219,-0.1276474
571735010,Perfides Albion?,Hitachduth Oley Germania we Oley Austria,Tel-Aviv,Bentwich,Norman,ger,NA,32.0852997,34.7818064
571738966,Du bist ein Gast wie ich,Limmatverl.,Zürich,Dohrenbusch,Hans,ger,NA,47.3744489,8.5410422
571987265,Achtung! Hier sprechen deutsche Kumpels über die Sowjetunion: e. Kollektivbroschüre,Verlagsgenossenschaft Ausländischer Arbeiter in d. UdSSR,Moskau,NA,NA,ger,NA,55.7504461,37.6174943
571987265,Achtung! Hier sprechen deutsche Kumpels über die Sowjetunion: e. Kollektivbroschüre,Verlagsgenossenschaft Ausländischer Arbeiter in d. UdSSR,Moskau,NA,NA,ger,NA,55.7504461,37.6174943
571987265,Achtung! Hier sprechen deutsche Kumpels über die Sowjetunion: e. Kollektivbroschüre,Literaturvertrieb für ausländische Arbeiter in d. UdSSR,Moskau,NA,NA,ger,NA,55.7504461,37.6174943
571987265,Achtung! Hier sprechen deutsche Kumpels über die Sowjetunion: e. Kollektivbroschüre,Literaturvertrieb für ausländische Arbeiter in d. UdSSR,Moskau,NA,NA,ger,NA,55.7504461,37.6174943
571992625,Konflikt,Deutsches Verlagshaus Bong,Berlin,Alsberg,Max,ger,NA,52.5170365,13.3888599
571992625,Konflikt,Deutsches Verlagshaus Bong,Leipzig,Alsberg,Max,ger,NA,51.3406321,12.3747329
571993109,Tradition und Weltkrise,Schocken,Berlin,Amann,Paul,ger,NA,52.5170365,13.3888599
572003269,Der @Schaffhauser Anpasser-Prozeß,[Sozialist. Arbeiterpartei des Kantons Schaffhausen],[Schaffhausen],NA,NA,ger,NA,48.9097061,8.0988935
572016999,Konstruktive Auswanderungspolitik,Philo-Verl.,Berlin,Apt,Max,eng,NA,52.5170365,13.3888599
572016999,Konstruktive Auswanderungspolitik,Philo-Verl.,[Leipzig],Apt,Max,eng,NA,51.3406321,12.3747329
572016999,Konstruktive Auswanderungspolitik,[Opetz],Berlin,Apt,Max,eng,NA,52.5170365,13.3888599
572016999,Konstruktive Auswanderungspolitik,[Opetz],[Leipzig],Apt,Max,eng,NA,51.3406321,12.3747329
572017588,Die @Glocken von Basel,Editions du Carrefour,Paris,Aragon,Louis,ger,NA,48.8588897,2.3200410217200766
572020309,Als sozialdemokratischer Arbeiter im Konzentrationslager Papenburg,Verlagsgenossenschaft Ausländ. Arbeiter in d. UdSSR,Moskau,NA,NA,ger,NA,55.7504461,37.6174943
572020309,Als sozialdemokratischer Arbeiter im Konzentrationslager Papenburg,Verlagsgenossenschaft Ausländ. Arbeiter in d. UdSSR,Leningrad,NA,NA,ger,NA,59.938732,30.316229
572020775,A[rbeiter-]I[llustrierte-]Z[eitung],Verwaltung,Prag,NA,NA,ger,NA,50.0874654,14.4212535
572021224,"Die @Britische Arbeiterpartei über Krieg, Frieden, neues Europa",Lincolns-Prager,London,NA,NA,ger,NA,51.5073219,-0.1276474
572032919,Leuchtfeuer,Neuer Bühnenverl.,Zürich,Ardrey,Robert,ger,NA,47.3744489,8.5410422
572036116,Chaim Arlosoroff zum zweiten Todestag,Hechaluz,Berlin,NA,NA,ger,NA,52.5170365,13.3888599
572036124,Chaim Arlosoroff,Hechaluz-Verl.,Berlin,Arlosoroff,Chaim,ger,NA,52.5170365,13.3888599
572045786,Dersu Usala,Büchergilde Gutenberg,Zürich,Arsenʹev,Vladimir Klavdievič,ger,NA,47.3744489,8.5410422
572049625,Das @Tal,Biblos Verl.,Budapest,Asch,Nathan,ger,NA,47.4979937,19.0403594
572049676,Gesang des Tales,Allert de @Lange,Amsterdam,Asch,Sholem,ger,NA,52.3727598,4.8936041
572049714,Kinder in der Fremde,Allert de @Lange,Amsterdam,Asch,Sholem,ger,NA,52.3727598,4.8936041
572049749,Der @Krieg geht weiter,Allert de @Lange,Amsterdam,Asch,Sholem,ger,NA,52.3727598,4.8936041
572049870,Der @Nazarener,Bermann-Fischer,Stockholm,Asch,Sholem,ger,NA,59.3251172,18.0710935
572049870,Der @Nazarener,Bermann-Fischer,Amsterdam,Asch,Sholem,ger,NA,52.3727598,4.8936041
572049870,Der @Nazarener,Allert de @Lange,Stockholm,Asch,Sholem,ger,NA,59.3251172,18.0710935
572049870,Der @Nazarener,Allert de @Lange,Amsterdam,Asch,Sholem,ger,NA,52.3727598,4.8936041
572049927,Die @Sintflut,Bibliothek zeitgenössischer Werke,Zürich,Asch,Sholem,ger,NA,47.3744489,8.5410422
572049951,Der @Trost des Volkes,Bibliothek zeitgen. Werke,Zürich,Asch,Sholem,ger,NA,47.3744489,8.5410422
57205369X,Araber in Palästina,Palestine Publ. Co.,Tel Aviv,Assaf,Michael,ger,NA,32.0852997,34.7818064
572054750,Die @Philosophie der Gegenwart,Sijthoff,Leiden,Aster,Ernst,ger,NA,52.1594747,4.4908843
572059396,Bühnenspiele für jüdische Feierstunden,Kauffmann,Frankfurt a. M.,Auerbach,Alfred,ger,NA,50.1106444,8.6820917
572060254,Wien,Lorenz,Wien,Auernheimer,Raoul,ger,NA,48.2083537,16.3725042
572061226,Auf zum Kampf für die Freiheit und Wiedergeburt Österreichs,Winterberg,London,NA,NA,ger,NA,51.5073219,-0.1276474
572063180,Eine @Aufgabe: die Schaffung der deutschen Volksfront,Universum-Bücherei,Basel,NA,NA,ger,NA,47.5581077,7.5878261
572073984,Austria,London-Bureau of the Austrian Socialists,London,Ausch,Karl,eng,NA,51.5073219,-0.1276474
572084935,A @Austria na Conferência de San Francisco,Comité de Proteçao dos Interêsses Austriacos no Brasil,Rio de Janeiro,NA,NA,por,NA,-22.9110137,-43.2093727
572088027,L' @Autriche de demain,[s.n.] @,[S.l.] @,NA,NA,fre,NA,35.575253849999996,-78.74237343499374
572090617,Azaña spricht,Editions du Carrefour,Paris,Azaña y Diaz,Manuel,ger,NA,48.8588897,2.3200410217200766
572090811,Das @baskische Problem im Urteil des Kardinals Goma und des Staatspräsidenten Aguirre,Vita-Nova-Verl.,Luzern,Azpilikoeta,Alberto,ger,NA,47.0505452,8.3054682
572091923,Baawodah,Hechaluz,Berlin,NA,NA,ger,NA,52.5170365,13.3888599
572092202,Rembrandt und Spinoza,Philo-Verl.,Berlin,Bab,Julius,ger,NA,52.5170365,13.3888599
572102844,Baderech,[Hechaluz],Berlin,NA,NA,ger,NA,52.5170365,13.3888599
572103379,Jüdinnen,Goldstein,Berlin,Badt,Bertha,ger,NA,52.5170365,13.3888599
572103905,De @goldig Schmid,Büchergilde Gutenberg,Zürich,Bächtold,Albert,ger,NA,47.3744489,8.5410422
57210412X,Wege im Judentum,Schocken,Berlin,Baeck,Leo,ger,NA,52.5170365,13.3888599
572115792,Intellektuelle Bedenken,Verl. d. Linksfront,Prag,Balázs,Béla,ger,NA,50.0874654,14.4212535
57211592X,"Karlchen, durchhalten!",Verlagsgenossenschaft Ausländischer Arbeiter in d. UdSSR,Moskau,Balázs,Béla,ger,NA,55.7504461,37.6174943
572115997,Mozart,Staatsverl. d. Nationalen Minderheiten d. UdSSR,Kiew,Balázs,Béla,ger,NA,50.4500336,30.5241361
572117167,Freiheit und Friede,[Kittler],[Leipzig],Baldwin,Stanley Baldwin,ger,NA,51.3406321,12.3747329
572117167,Freiheit und Friede,[Kittler],Luzern,Baldwin,Stanley Baldwin,ger,NA,47.0505452,8.3054682
572117167,Freiheit und Friede,Vita-Nova-Verl.,[Leipzig],Baldwin,Stanley Baldwin,ger,NA,51.3406321,12.3747329
572117167,Freiheit und Friede,Vita-Nova-Verl.,Luzern,Baldwin,Stanley Baldwin,ger,NA,47.0505452,8.3054682
572117280,"Die @Verbürgerlichung der deutschen Kunst, Literatur und Musik im 18. Jahrhundert",Heitz,Straßburg,Balet,Leo,ger,NA,48.584614,7.7507127
572117280,"Die @Verbürgerlichung der deutschen Kunst, Literatur und Musik im 18. Jahrhundert",Heitz,Leipzig,Balet,Leo,ger,NA,51.3406321,12.3747329
572117280,"Die @Verbürgerlichung der deutschen Kunst, Literatur und Musik im 18. Jahrhundert",Heitz,Zürich,Balet,Leo,ger,NA,47.3744489,8.5410422
572117280,"Die @Verbürgerlichung der deutschen Kunst, Literatur und Musik im 18. Jahrhundert",Heitz,Leiden,Balet,Leo,ger,NA,52.1594747,4.4908843
572117280,"Die @Verbürgerlichung der deutschen Kunst, Literatur und Musik im 18. Jahrhundert",Ginsberg,Straßburg,Balet,Leo,ger,NA,48.584614,7.7507127
572117280,"Die @Verbürgerlichung der deutschen Kunst, Literatur und Musik im 18. Jahrhundert",Ginsberg,Leipzig,Balet,Leo,ger,NA,51.3406321,12.3747329
572117280,"Die @Verbürgerlichung der deutschen Kunst, Literatur und Musik im 18. Jahrhundert",Ginsberg,Zürich,Balet,Leo,ger,NA,47.3744489,8.5410422
572117280,"Die @Verbürgerlichung der deutschen Kunst, Literatur und Musik im 18. Jahrhundert",Ginsberg,Leiden,Balet,Leo,ger,NA,52.1594747,4.4908843
572118147,Blume und Flamme,Benziger,Einsiedeln,Ball-Hennings,Emmy,ger,NA,47.1286095,8.7500299
572118147,Blume und Flamme,Benziger,Köln,Ball-Hennings,Emmy,ger,NA,50.938361,6.959974
572118236,Das @flüchtige Spiel,Benziger,Einsiedeln,Ball-Hennings,Emmy,ger,NA,47.1286095,8.7500299
572118236,Das @flüchtige Spiel,Benziger,Köln,Ball-Hennings,Emmy,ger,NA,50.938361,6.959974
572118902,Zwischen gestern und morgen,Editorial Cosmopolita,Buenos Aires,Ballin,Günther,ger,NA,-34.6075682,-58.4370894
572122543,Das @Chagrinleder,Büchergilde Gutenberg,Zürich,Balzac,Honoré,ger,NA,47.3744489,8.5410422
572124104,Das @System des Maimonides,Schocken,Berlin,Bamberger,Fritz,ger,NA,52.5170365,13.3888599
572124619,Bamaaleh,Hechaluz,Berlin,NA,NA,ger,NA,52.5170365,13.3888599
57212810X,Raum und Volk im Weltkriege,Gerh. @Stalling,Oldenburg,Banse,Ewald,ger,NA,53.1389753,8.2146017
572130430,Stalin,Éditions du Carrefour,Paris,Barbusse,Henri,ger,NA,48.8588897,2.3200410217200766
572138164,Der @Dienst der Kirche an der Heimat,Evang. Verl.,Zollikon,Barth,Karl,ger,NA,47.3379535,8.5755735
572138164,Der @Dienst der Kirche an der Heimat,Evang. Verl.,Zürich,Barth,Karl,ger,NA,47.3744489,8.5410422
57213830X,Gemeinschaft in der Kirche,Verl. d. Evang. Ges.,St. Gallen,Barth,Karl,ger,NA,47.4250593,9.3765878
572138342,Jesus und das Volk,Evang. Verl.,Zollikon,Barth,Karl,ger,NA,47.3379535,8.5755735
572138342,Jesus und das Volk,Evang. Verl.,Zürich,Barth,Karl,ger,NA,47.3744489,8.5410422
572138393,Unsere Kirche und die Schweiz in der heutigen Zeit,Verl. d. Evang. Ges.,St. Gallen,Barth,Karl,ger,NA,47.4250593,9.3765878
572138466,Not und Verheißung im deutschen Kirchenkampf,BEG-Verl.,Bern,Barth,Karl,ger,NA,46.9482713,7.4514512
572138644,Des @Christen Wehr und Waffen,Evang. Verl.,Zollikon,Barth,Karl,ger,NA,47.3379535,8.5755735
572138644,Des @Christen Wehr und Waffen,Evang. Verl.,Zürich,Barth,Karl,ger,NA,47.3744489,8.5410422
572145004,Du und die Masse,"Feikema, Caareisen & Co",Amsterdam,Baschwitz,Kurt,ger,NA,52.3727598,4.8936041
572146949,Die @unbekannte Armee,Europa-Verl.,Zürich,Basseches,Nikolaus,ger,NA,47.3744489,8.5410422
572146949,Die @unbekannte Armee,Europa-Verl.,New York,Basseches,Nikolaus,ger,NA,40.7127281,-74.0060152
572148658,Glaubensfreiheit,Church World Service,New York,Bates,M. Searle,ger,NA,40.7127281,-74.0060152
572152655,Des @Teufels Wettermacher,[s. n.] @,[s. l.] @,Bauer,Alfredo,ger,NA,35.575253849999996,-78.74237343499374
572154550,Warum Krieg?,Europa Verl.,Zürich,Bauer,Hans,ger,NA,47.3744489,8.5410422
572154550,Warum Krieg?,Europa Verl.,New York,Bauer,Hans,ger,NA,40.7127281,-74.0060152
572156413,Leopold der Ungeliebte,Querido,Amsterdam,Bauer,Ludwig,ger,NA,52.3727598,4.8936041
572156464,Und Österreich?,Europ. Merkur,Paris,Bauer,Ludwig,ger,NA,48.8588897,2.3200410217200766
572156472,Welt im Sturz,Tal,Leipzig,Bauer,Ludwig,ger,NA,51.3406321,12.3747329
572156472,Welt im Sturz,Tal,Wien,Bauer,Ludwig,ger,NA,48.2083537,16.3725042
572156898,Austrian democracy under fire,The @Labour Publications Department,London,Bauer,Otto,eng,NA,51.5073219,-0.1276474
572157045,Zwischen zwei Weltkriegen ?,Prager,Bratislava [Pressburg],Bauer,Otto,ger,NA,48.1516988,17.1093063
572161751,Frühmittelalterliche Denkmäler der Schweiz und ihrer Nachbarländer,Wyss,Bern,Baum,Julius,ger,NA,46.9482713,7.4514512
572161824,Am Leben entlang,Gutenberg,Chicago,Baum,Kurt,ger,NA,41.8755616,-87.6244212
572161905,Das @Volk des harten Schlafs,Löwe,Berlin,Baum,Oskar,ger,NA,52.5170365,13.3888599
572161913,Das @Volk des harten Schlafs,Löwit,Wien,Baum,Oskar,ger,NA,48.2083537,16.3725042
572161913,Das @Volk des harten Schlafs,Löwit,Jerusalem,Baum,Oskar,ger,NA,31.79592425,35.21198075969497
572161972,Der @große Ausverkauf,Querido Verl.,Amsterdam,Baum,Vicki,ger,NA,52.3727598,4.8936041
572161999,Clarinda,Querido,Amsterdam,Baum,Vicki,ger,NA,52.3727598,4.8936041
572161999,Clarinda,Querido,[Köln],Baum,Vicki,ger,NA,50.938361,6.959974
572161999,Clarinda,[Kiepenheuer & Witsch],Amsterdam,Baum,Vicki,ger,NA,52.3727598,4.8936041
572161999,Clarinda,[Kiepenheuer & Witsch],[Köln],Baum,Vicki,ger,NA,50.938361,6.959974
572162030,Der @Eingang zur Bühne,Querido Verl.,Amsterdam,Baum,Vicki,ger,NA,52.3727598,4.8936041
572162049,Das @grosse Einmaleins,Querido Verl.,Amsterdam,Baum,Vicki,ger,NA,52.3727598,4.8936041
572162065,Das @große Einmaleins,Kende,Wien,Baum,Vicki,ger,NA,48.2083537,16.3725042
572162103,Die @Karriere der Doris Hart,Querido,Amsterdam,Baum,Vicki,ger,NA,52.3727598,4.8936041
572162146,Liebe und Tod auf Bali,Büchergilde Gutenberg,Zürich,Baum,Vicki,ger,NA,47.3744489,8.5410422
572162154,Marion lebt,Bermann-Fischer,Stockholm,Baum,Vicki,ger,NA,59.3251172,18.0710935
572162200,Die @große Pause,Bermann-Fischer,Stockholm,Baum,Vicki,ger,NA,59.3251172,18.0710935
57216226X,Hotel Shanghai,Querido,Amsterdam,Baum,Vicki,ger,NA,52.3727598,4.8936041
572162383,Kautschuk,Bermann-Fischer,Stockholm,Baum,Vicki,ger,NA,59.3251172,18.0710935
572173148,Die @Naturwissenschaft auf dem Wege zur Religion,Thomas-Morus-Verl.,Basel,Bavink,Bernhard,ger,NA,47.5581077,7.5878261
572175647,27 Kapitel jüdischer Brauchdeutung,Selbstverl.,Bingen am Rhein,Bayer,Issi,ger,NA,49.9667,7.9
572179774,Gesammelte epische Dichtungen,Staatsverl. d. Nationalen Minderheiten in d. USSR,Kiew,Becher,Johannes Robert,ger,NA,50.4500336,30.5241361
572179820,Abschied,Meschdunarodnaja Kniga,Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572179898,An die Wand zu kleben,Verlagsgenossensch. Ausländ. Arbeiter in d. UdSSR,Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572179898,An die Wand zu kleben,Verlagsgenossensch. Ausländ. Arbeiter in d. UdSSR,Leningrad,Becher,Johannes Robert,ger,NA,59.938732,30.316229
572179928,Die @Bauern von Unterpeissenberg und andere Gedichte aus dem bäuerlichen Leben,Dt. Staatsverl.,Engels,Becher,Johannes Robert,ger,NA,51.5013775,46.1233093
572179952,Dank an Stalingrad,Verl. f. Fremdsprachige Literatur,Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572179979,Deutschland,Ring-Verl.,Zürich,Becher,Johannes Robert,ger,NA,47.3744489,8.5410422
572179987,Deutschland ruft,Verl. f. Fremdsprachige Literatur,Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572179995,Deutschland ruft,Neuer Verl.,Stockholm,Becher,Johannes Robert,ger,NA,59.3251172,18.0710935
572180004,Dichtung,Meshdunarodnaja Kniga,Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572180071,Es wird Zeit,Verlagsgenossenschaft Ausländ. Arbeiter in d. UdSSR,Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572180071,Es wird Zeit,Verlagsgenossenschaft Ausländ. Arbeiter in d. UdSSR,Leningrad,Becher,Johannes Robert,ger,NA,59.938732,30.316229
572180098,Ausgewählte Gedichte,Staatsverl. d. Nationalen Minderheiten d. USSR,Kiew,Becher,Johannes Robert,ger,NA,50.4500336,30.5241361
572180136,Gewissheit des Siegs und Sicht auf grosse Tage,Meshdunarodnaja Kniga [Das Internationale Buch],Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572180152,Der @Glücksucher und die sieben Lasten,Malik-Verl.,London,Becher,Johannes Robert,ger,NA,51.5073219,-0.1276474
57218025X,Deutsche Lehre,Free German League of Culture in Great Britain,London,Becher,Johannes Robert,ger,NA,51.5073219,-0.1276474
572180292,"Der @Mann, der alles glaubte",Verlagsgen. Ausländ. Arbeiter in d. UdSSR,Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572180292,"Der @Mann, der alles glaubte",Verlagsgen. Ausländ. Arbeiter in d. UdSSR,Leningrad,Becher,Johannes Robert,ger,NA,59.938732,30.316229
572180306,"Der @Mann, der alles glaubte",Éditions du Carrefour,Paris,Becher,Johannes Robert,ger,NA,48.8588897,2.3200410217200766
572180365,Der @verwandelte Platz,Verl. Gen. Ausländischer Arbeiter in d. UdSSR,Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572180365,Der @verwandelte Platz,Verl. Gen. Ausländischer Arbeiter in d. UdSSR,Leningrad,Becher,Johannes Robert,ger,NA,59.938732,30.316229
572180373,Der @verwandelte Platz,Ring-Verl.,Zürich,Becher,Johannes Robert,ger,NA,47.3744489,8.5410422
572180403,Deutsche Sendung,Verl. f. Fremdsprachige Literatur,Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572180446,Deutscher Totentanz 1933,Verlagsgenossenschaft Ausländ. Arbeiter in d. UdSSR,Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572180446,Deutscher Totentanz 1933,Verlagsgenossenschaft Ausländ. Arbeiter in d. UdSSR,Leningrad,Becher,Johannes Robert,ger,NA,59.938732,30.316229
572180519,Die @Hohe Warte,Verl. f. Fremdsprachige Literatur,Moskau,Becher,Johannes Robert,ger,NA,55.7504461,37.6174943
572180527,Der @Welt-Entdecker,Staatsverl. d. Nationalen Minderheiten d. USSR,Kiew,Becher,Johannes Robert,ger,NA,50.4500336,30.5241361
572180918,Reise zum blauen Tag,Verl. Buchdruckerei Volksstimme,St. Gallen,Becher,Ulrich,ger,NA,47.4250593,9.3765878
572184476,Philosophie und Politik,Europa-Verl.,Zürich,Beck,Maximilian,ger,NA,47.3744489,8.5410422
572184476,Philosophie und Politik,Europa-Verl.,New York,Beck,Maximilian,ger,NA,40.7127281,-74.0060152
572198736,Del mar y la ceniza,[s. n.] @,[s. l.] @,Bedregal,Yolanda,ger,NA,35.575253849999996,-78.74237343499374
572198736,Del mar y la ceniza,[s. n.] @,[s. l.] @,Bedregal,Yolanda,spa,NA,35.575253849999996,-78.74237343499374
572200730,Die @auswärtige Politik des Dritten Reiches,Polygraph. Verl.,Zürich,Beer,Max,ger,NA,47.3744489,8.5410422
572201125,Aus dem Fragment Paula,Verl. d. Johannespresse,New York,Beer-Hofmann,Richard,ger,NA,40.7127281,-74.0060152
572203489,Begegnungen mit Lenin,Verl. f. Fremdsprachige Literatur,Moskau,NA,NA,ger,NA,55.7504461,37.6174943
572205589,Der @magische Kreis,Bermann-Fischer,Stockholm,Beheim-Schwarzbach,Martin,ger,NA,59.3251172,18.0710935
572205627,Das @Medusenhaupt,[s. n.] @,[s. l.] @,Beheim-Schwarzbach,Martin,ger,NA,35.575253849999996,-78.74237343499374
572205678,Die @preussische Revolution,Bermann-Fischer,Stockholm,Beheim-Schwarzbach,Martin,ger,NA,59.3251172,18.0710935
572211929,Aufsätze,[s. n.] @,[s. l.] @,Beilinson,Mosche,ger,NA,35.575253849999996,-78.74237343499374
572212100,Im Mörderlager Dachau,Verlagsgenossenschaft Ausländischer Arbeiter in d. UdSSR,Moskau,Beimler,Hans,ger,NA,55.7504461,37.6174943
572212100,Im Mörderlager Dachau,Verlagsgenossenschaft Ausländischer Arbeiter in d. UdSSR,Leningrad,Beimler,Hans,ger,NA,59.938732,30.316229
572212127,Theodor Herzl,Fiba-Verl.,Wien,Bain,Aleksander,ger,NA,48.2083537,16.3725042
572214820,Beiträge zur Vorgeschichte und Geschichte der Julirevolte,Selbstverl. d. Bundeskommissariats f. Heimatdienst,Wien,NA,NA,ger,NA,48.2083537,16.3725042
572217625,Wandlungen der Oper,Orell Füssli,Zürich,Bekker,Paul,ger,NA,47.3744489,8.5410422
572217625,Wandlungen der Oper,Orell Füssli,Leipzig,Bekker,Paul,ger,NA,51.3406321,12.3747329
572218621,Zum Sterben ist immer noch Zeit,Büchergilde Gutenberg,Zürich,Belden,Jack,ger,NA,47.3744489,8.5410422
572219695,Ausgewählte philosophische Schriften,Verl. f. fremdsprachige Literatur,Moskau,Belinskij,Vissarion Grigorʹevič,ger,NA,55.7504461,37.6174943
572222262,Zur Geschichte der Kwuza und des Kibbuz,"""Hechaluz""",Berlin,Benʾari,Naḥum,ger,NA,52.5170365,13.3888599
572223056,Jenseits von Orthodoxie und Liberalismus,Goldstein,Tel-Aviv,Ben-Ḥorin,Shalom,ger,NA,32.0852997,34.7818064
572223064,Kritik des Esther-Buches,Heatid Salingré,Jerusalem,Ben-Ḥorin,Shalom,ger,NA,31.79592425,35.21198075969497
572223080,Das @Mal der Sendung,Heller,München,Ben-Ḥorin,Shalom,ger,NA,48.1371079,11.5753822
572223099,Menora,Menke,Tel-Aviv,Ben-Ḥorin,Shalom,ger,NA,32.0852997,34.7818064
572225334,Karl Josef Fürst von Ligne,Gerold & Co.,Wien,Benedikt,Ernst Martin,ger,NA,48.2083537,16.3725042
572226225,Demokratie heute und morgen,Europa Verl.,Zürich,Beneš,Edvard,ger,NA,47.3744489,8.5410422
572226225,Demokratie heute und morgen,Europa Verl.,New York,Beneš,Edvard,ger,NA,40.7127281,-74.0060152
572226268,Rede an die Deutschen in der ČSR,Franzel,Praha [Prag],Beneš,Edvard,ger,NA,50.0874654,14.4212535
572227434,Zionistische Alija-Politik,[s. n.] @,[s. l.] @,Ben-Guryon,Daṿid,ger,NA,35.575253849999996,-78.74237343499374
572227930,Tel-Aviv,Keren Hajessod,Jerusalem,Ben Jischai,A. Z.,ger,NA,31.79592425,35.21198075969497
572234066,Beratung der nationalen Friedensbewegung in Deutschland,Verl. f. Fremdsprachige Literatur,Moskau,NA,NA,ger,NA,55.7504461,37.6174943
572235739,"Der @Kaiser, die Weisen und der Tod",Saturn-Verl.,Wien,Berdach,Rachel,ger,NA,48.2083537,16.3725042
572235798,Christentum und Klassenkampf,Vita-Nova-Verl.,Luzern,Berdjaev,Nikolaj,ger,NA,47.0505452,8.3054682
572235801,Die @menschliche Persönlichkeit und die überpersönlichen Werte,Bermann-Fischer,Wien,Berdjaev,Nikolaj,ger,NA,48.2083537,16.3725042
57223581X,Der @Mensch und die Technik,Vita-Nova-Verl.,Luzern,Berdjaev,Nikolaj,ger,NA,47.0505452,8.3054682
572235852,Wahrheit und Lüge des Kommunismus,Vita Nova Verl.,Luzern,Berdjaev,Nikolaj,ger,NA,47.0505452,8.3054682
572235852,Wahrheit und Lüge des Kommunismus,Vita Nova Verl.,[Leipzig],Berdjaev,Nikolaj,ger,NA,51.3406321,12.3747329
572235852,Wahrheit und Lüge des Kommunismus,[Kittler],Luzern,Berdjaev,Nikolaj,ger,NA,47.0505452,8.3054682
572235852,Wahrheit und Lüge des Kommunismus,[Kittler],[Leipzig],Berdjaev,Nikolaj,ger,NA,51.3406321,12.3747329
